,trackid,artistname,tracknumber,duration,artistid,tracktitle,releasetitle,releaseid,spotify,spotify_ret
1237,4350691,Eros Ramazzotti,211,242,3036,Fuoco Nel Fuoco (featuring Carlos Santana),e2,391839,,True
1238,4371347,Guano Apes,3,169,3533,Big In Japan,Planet Of The Apes - Best Of Guano Apes,393161,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3BZGi1yUqQyCNC868AqUGG'}, 'name': 'Big in Japan', 'uri': 'spotify:track:3BZGi1yUqQyCNC868AqUGG'}",True
1239,4374247,Toploader,1,232,21251,Dancing in the Moonlight,Dancing In The Moonlight: The Best Of Toploader,393362,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0q21FNwES2bbtcduB6kjEU'}, 'name': 'Dancing in the Moonlight', 'uri': 'spotify:track:0q21FNwES2bbtcduB6kjEU'}",True
1240,4378103,Nazareth,6,233,10635,Love Hurts,The Very Best Of,394396,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh'}, 'name': 'Truth Hurts', 'uri': 'spotify:track:5qmq61DAAOUaW8AUo8xKhh'}",True
1241,4378117,Nazareth,17,208,10635,Dream On,The Very Best Of,394396,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5MxNLUsfh7uzROypsoO5qe'}, 'name': 'Dream On', 'uri': 'spotify:track:5MxNLUsfh7uzROypsoO5qe'}",True
1242,4386341,Marvin Gaye,1,239,27,Sexual Healing,Songbook,393388,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3VZmChrnVW8JK6ano4gSED'}, 'name': 'Sexual Healing', 'uri': 'spotify:track:3VZmChrnVW8JK6ano4gSED'}",True
1243,4407547,Frank Fischer,4,256,45635,Mediterraneo,Mediterraneo,397009,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3VgpE8AfuyJZAg8oe8Squk'}, 'name': 'Adelita', 'uri': 'spotify:track:3VgpE8AfuyJZAg8oe8Squk'}",True
1244,4418283,Eve 6,2,223,2205,Think Twice,It's All In Your Head,397608,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4uWt8UP9SnsOXCEE1hhDtJ'}, 'name': 'Think Twice (feat. Lil Skies)', 'uri': 'spotify:track:4uWt8UP9SnsOXCEE1hhDtJ'}",True
1245,4422474,Lou Reed,5,203,1245,Berlin,Perfect Day,397823,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7lQgoAWAFAo0XW7dW2TL1y'}, 'name': 'Jerusalem, New York, Berlin', 'uri': 'spotify:track:7lQgoAWAFAo0XW7dW2TL1y'}",True
1246,4428295,Yeah Yeah Yeahs,1,266,892,Zero,It's Blitz!,398603,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4jtyUzZm9WLc2AdaJ1dso7'}, 'name': '0 To 100 / The Catch Up', 'uri': 'spotify:track:4jtyUzZm9WLc2AdaJ1dso7'}",True
1247,4428305,Yeah Yeah Yeahs,11,205,892,Soft Shock,It's Blitz!,398603,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3fXx53m03IKoS5bRq3Xfq7'}, 'name': 'Soft Shock', 'uri': 'spotify:track:3fXx53m03IKoS5bRq3Xfq7'}",True
1248,4435972,Nelly,2,288,61,Dilemma (Album Version),Simply Deep,399166,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4E0itMaYCPYKdIifrf9i4M'}, 'name': 'Dilemma - Album Version (Edited)', 'uri': 'spotify:track:4E0itMaYCPYKdIifrf9i4M'}",True
1249,4446515,Sakis Rouvas,2,177,17935,This Is Our Night,Sakis Rouvas,400628,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2wQO5UoV1Hz6E31T0sZ48M'}, 'name': 'This is Our Big Night - Full Version', 'uri': 'spotify:track:2wQO5UoV1Hz6E31T0sZ48M'}",True
1250,4453184,Carlos Santana,11,268,18574,Bella,Desperado - The Soundtrack,400747,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3'}, 'name': 'Bella y Sensual', 'uri': 'spotify:track:0ERbK7qVqveCaBWIiYCrl3'}",True
1251,4454858,Brad Paisley,9,259,1152,Whiskey Lullaby,Mud On The Tires,400859,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4BXkf6yww23Vdju7E1fUrn'}, 'name': 'Whiskey Lullaby', 'uri': 'spotify:track:4BXkf6yww23Vdju7E1fUrn'}",True
1252,4454951,Christina Aguilera,16,298,216,Dirrty,Stripped,400869,"{'external_urls': {'spotify': 'https://open.spotify.com/track/59ZTxQo8rBycIXPLUIKvE2'}, 'name': 'Dirrty (feat. Redman)', 'uri': 'spotify:track:59ZTxQo8rBycIXPLUIKvE2'}",True
1253,4455045,Christina Aguilera,11,238,216,Beautiful,Stripped,400869,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde'}, 'name': 'Beautiful Crazy', 'uri': 'spotify:track:2rxQMGVafnNaRaXlRMWPde'}",True
1254,4460497,Arling &amp; Cameron,6,273,303829,Milano Cool,Music For Imaginary Films,401305,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5s0Xyw2qDQd6dfLCPD7HX5'}, 'name': 'Milano Cool', 'uri': 'spotify:track:5s0Xyw2qDQd6dfLCPD7HX5'}",True
1255,4461026,Alesana,1,272,66278,What Goes Around... (Justin Timberlake cover),Punk Goes Pop Volume Two,401355,,True
1256,4465244,The Killers,2,222,616,Mr. Brightside,Hot Fuss,401785,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN'}, 'name': 'Mr. Brightside', 'uri': 'spotify:track:7oK9VyNzrYvRFo7nQEYkWN'}",True
1257,4465248,The Killers,5,302,616,All These Things That I've Done,Hot Fuss,401785,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0kYUrLVQOfx21xuXu7OGrT'}, 'name': ""All These Things That I've Done"", 'uri': 'spotify:track:0kYUrLVQOfx21xuXu7OGrT'}",True
1258,4465250,The Killers,6,194,616,"Andy, You're A Star",Hot Fuss,401785,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3Jm6PDqIputlpeg75EtDic'}, 'name': ""Andy, You're A Star"", 'uri': 'spotify:track:3Jm6PDqIputlpeg75EtDic'}",True
1259,4493656,Mylène Farmer,11,306,16716,Désenchantée,Les Mots,404095,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6SNcx71T1M7CkRCbswPtwj'}, 'name': 'Désenchantée - Radio Mix', 'uri': 'spotify:track:6SNcx71T1M7CkRCbswPtwj'}",True
1260,4493664,Mylène Farmer,203,265,16716,XXL,Les Mots,404095,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4B5AboZGPa0rUAxEZCnk0I'}, 'name': 'XXL', 'uri': 'spotify:track:4B5AboZGPa0rUAxEZCnk0I'}",True
1261,4501072,Radiohead,2,239,304,Creep,Pablo Honey [Collector's Edition],404997,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6b2oQwSGFkzsMtQruIWm2p'}, 'name': 'Creep', 'uri': 'spotify:track:6b2oQwSGFkzsMtQruIWm2p'}",True
1262,4501647,Radiohead,6,262,304,Karma Police,OK Computer [Collector's Edition],405065,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3SVAN3BRByDmHOhKyIDxfC'}, 'name': 'Karma Police', 'uri': 'spotify:track:3SVAN3BRByDmHOhKyIDxfC'}",True
1263,4503165,Enigma,4,180,14511,Sadeness - Part I (Meditation Mix),Sadeness - Part I,405228,,True
1264,4526501,Taylor Swift,6,231,253545,You Belong With Me,Fearless,407425,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3GCL1PydwsLodcpv0Ll1ch'}, 'name': 'You Belong With Me', 'uri': 'spotify:track:3GCL1PydwsLodcpv0Ll1ch'}",True
1265,4526534,Taylor Swift,9,262,253545,You're Not Sorry,Fearless,407425,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0HmCuN0Z3OX1Qrz43FLOPL'}, 'name': ""You're Not Sorry"", 'uri': 'spotify:track:0HmCuN0Z3OX1Qrz43FLOPL'}",True
1266,4557295,Melendi,1,221,28066,Como Una Vela,Aún Más Curiosa La Cara De Tu Padre,409806,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0wrRnRMyNyZqjk9C7ZblmU'}, 'name': 'Como una vela', 'uri': 'spotify:track:0wrRnRMyNyZqjk9C7ZblmU'}",True
1267,4583638,Miles Davis,1,562,363,So What,Kind Of Blue,411525,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6qYGUxPjQt5PJtWdiNppZx'}, 'name': 'So What', 'uri': 'spotify:track:6qYGUxPjQt5PJtWdiNppZx'}",True
1268,4586289,Lonestar,3,241,1154,Amazed,Lonely Grill,411710,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6iNcyWk5iUEY7P9zeTc5hm'}, 'name': 'Amazed', 'uri': 'spotify:track:6iNcyWk5iUEY7P9zeTc5hm'}",True
1269,4592659,Ska-P,9,234,3724,A la Mierda,Planeta Eskoria,412229,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4GERduHBPVmh9ECjBtEPA4'}, 'name': 'A la Mierda', 'uri': 'spotify:track:4GERduHBPVmh9ECjBtEPA4'}",True
1270,4607562,SNAP!,1,229,42394,The Power,World Power,413543,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4cbdPT6uaBOgOQe3fLMofl'}, 'name': 'Power is Power (feat. The Weeknd & Travis Scott)', 'uri': 'spotify:track:4cbdPT6uaBOgOQe3fLMofl'}",True
1271,4621774,Jeremih,1,228,312776,Birthday Sex,Birthday Sex,414893,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4NpDZPwSXmL0cCTaJuVrCw'}, 'name': 'Birthday Sex', 'uri': 'spotify:track:4NpDZPwSXmL0cCTaJuVrCw'}",True
1272,4627590,The Conquerors,12,145,313214,Jumpy Jumpy Girl,Reggae Anthology - Joe Gibbs: Scorchers From The Early Years [1967-73],415738,"{'external_urls': {'spotify': 'https://open.spotify.com/track/43uSRBWbqLzVbn9CF5nxk3'}, 'name': 'Jumpy Jumpy Girl', 'uri': 'spotify:track:43uSRBWbqLzVbn9CF5nxk3'}",True
1273,4632915,Nancy Sinatra,1,160,41497,Bang Bang (My Baby Shot Me Down),Kill Bill Vol. 1 Original Soundtrack,416570,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1s2I9Q7zAE78m7aVZOq3ug'}, 'name': 'Bang Bang - My Baby Shot Me Down', 'uri': 'spotify:track:1s2I9Q7zAE78m7aVZOq3ug'}",True
1274,4633732,The Fabulous Thunderbirds,2,286,59306,Powerful Stuff,Cocktail Original Soundtrack,416613,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3sOEdZiqjCYlEz84eRJXf7'}, 'name': 'Powerful Stuff', 'uri': 'spotify:track:3sOEdZiqjCYlEz84eRJXf7'}",True
1275,4633736,The Beach Boys,6,218,364,Kokomo,Cocktail Original Soundtrack,416613,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2STQAr3BRiAeeveJ07gZh7'}, 'name': 'Kokomo', 'uri': 'spotify:track:2STQAr3BRiAeeveJ07gZh7'}",True
1276,4642416,Mark 4ostia,1,411,314118,Disco Music Fantastic Music,Disco Music Fantastic Music,417414,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4F7xP9EmYYRDHZNJFS9HZk'}, 'name': 'Disco Music Fantastic Music', 'uri': 'spotify:track:4F7xP9EmYYRDHZNJFS9HZk'}",True
1277,4653272,Steel Panther,1,150,312851,Death To All But Metal,Death To All But Metal,415257,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0S6LJ0NSDynIsCptVBZdfy'}, 'name': 'Death To All But Metal', 'uri': 'spotify:track:0S6LJ0NSDynIsCptVBZdfy'}",True
1278,4665730,Andy &amp; Kouros,201,355,308232,Naz Naz,"Andy &amp; Kouros Golden Songs, Vol. 2 - Persian Music",409407,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1Qg0JhbqPhYki1a5bv7NgH'}, 'name': 'Save Me', 'uri': 'spotify:track:1Qg0JhbqPhYki1a5bv7NgH'}",True
1279,4666782,Hadise,1,181,29478,Dum Tek Tek,Dum Tek Tek,418595,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0YtHMA57LwaF4F8rTaDTi2'}, 'name': 'Dum-Tek', 'uri': 'spotify:track:0YtHMA57LwaF4F8rTaDTi2'}",True
1280,4670478,James Brown,10,387,187,"Medley: Please Please Please/You've Got The Power/I Found Someone/Why Do You Do Me Like You Do/I Want You So Bad/I Love You, Yes I Do/Strange Things Happen/Bewildered/Please Please Please","James Brown Live At The Apollo, 1962",15935,,True
1281,4679507,Céline Dion,2,273,90221,Because You Loved Me,Falling Into You,419364,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1NOeZ7ZIVKMebuza26rofd'}, 'name': 'Because You Loved Me (Theme from ""Up Close and Personal"")', 'uri': 'spotify:track:1NOeZ7ZIVKMebuza26rofd'}",True
1282,4682847,Enigma,1,138,14511,The Voice Of Enigma,McMxc A.D. (More Music Version),420198,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4gPuYeIEZRutUTkLCpOrdP'}, 'name': 'The Voice Of Enigma', 'uri': 'spotify:track:4gPuYeIEZRutUTkLCpOrdP'}",True
1283,4682853,Enigma,4,299,14511,Mea Culpa,McMxc A.D. (More Music Version),420198,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6O5GV7YrxTgHsNwRbE2Mdo'}, 'name': 'Mea culpa', 'uri': 'spotify:track:6O5GV7YrxTgHsNwRbE2Mdo'}",True
1284,4683387,Chayanne,1,249,15407,Provócame,Provócame,419277,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5ycQatSgvV36zWAG5EqyWn'}, 'name': 'Provócame', 'uri': 'spotify:track:5ycQatSgvV36zWAG5EqyWn'}",True
1285,4684617,No Me Pises Que Llevo Chanclas,1,226,140466,¿Y Tú De Quién Eres?,Los Grandisimos Exitos De Los Chanlas,419546,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5DVTCt8JIhIeXvb63OKo0h'}, 'name': 'Quién Eres Tú', 'uri': 'spotify:track:5DVTCt8JIhIeXvb63OKo0h'}",True
1286,4691918,Rhythm King And Her Friends,4,287,155640,I Am Disco Ada's Remix Ada's Remix,I Am Disco Remixes,420556,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4tuMTM6r4PBJRcmtfG0vh5'}, 'name': ""I Am Disco Ada's Remix Ada's Remix"", 'uri': 'spotify:track:4tuMTM6r4PBJRcmtfG0vh5'}",True
1287,4710308,Vanilla Ice,1,271,16822,Ice Ice Baby,To The Extreme,422520,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3XVozq1aeqsJwpXrEZrDJ9'}, 'name': 'Ice Ice Baby', 'uri': 'spotify:track:3XVozq1aeqsJwpXrEZrDJ9'}",True
1288,4754112,Sinéad O%u2019Connor,7,301,1217219,Nothing Compares 2 U,Top Of The Pops - Love,425909,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3nvuPQTw2zuFAVuLsC9IYQ'}, 'name': 'Nothing Compares 2 U', 'uri': 'spotify:track:3nvuPQTw2zuFAVuLsC9IYQ'}",True
1289,4754827,Shaggy,2,227,10206,In The Summertime (feat. Rayvon),Summer Reggae,425938,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2nKeC3g58o5Mkobo8puG1S'}, 'name': 'In The Summertime (feat. Rayvon)', 'uri': 'spotify:track:2nKeC3g58o5Mkobo8puG1S'}",True
1290,4756015,M People,214,421,2997,Renaissance (Roger S Uplifting Club Mix),One Night In Heaven: The Very Best Of M People,425751,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0rMOzTiOBWkOWjG5wkT0Ca'}, 'name': 'Renaissance - Roger S Uplifting Club Mix', 'uri': 'spotify:track:0rMOzTiOBWkOWjG5wkT0Ca'}",True
1291,4758385,Procol Harum,207,245,125330,A Whiter Shade Of Pale,60's Gold,275284,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1cmjxqobVTrgAiJ0btAleN'}, 'name': 'A Whiter Shade of Pale - Original Single Version', 'uri': 'spotify:track:1cmjxqobVTrgAiJ0btAleN'}",True
1292,4759127,R. Kelly,11,687,606,Sex Me (Part I) / Sex Me (Part II),12 Play,426092,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2cTOlcHulTsu9i0JjLgI42'}, 'name': 'Sex Me (Part I) / Sex Me (Part II)', 'uri': 'spotify:track:2cTOlcHulTsu9i0JjLgI42'}",True
1293,4765532,Vicente Fernández,6,199,489232,Me Voy a Quitar de en Medio ((En Vivo)),Primera Fila,426470,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5Z3TUO6CWVqAXrTq8araDN'}, 'name': 'Me Voy a Quitar de en Medio - En Vivo [Un Azteca en el Azteca]', 'uri': 'spotify:track:5Z3TUO6CWVqAXrTq8araDN'}",True
1294,4765935,Beyoncé,1,418,21453,Halo (Olli Collins &amp; Fred Portelli Remix),Halo,426507,,True
1295,4765938,Beyoncé,4,262,21453,Halo,Halo,426507,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4JehYebiI9JE8sR8MisGVb'}, 'name': 'Halo', 'uri': 'spotify:track:4JehYebiI9JE8sR8MisGVb'}",True
1296,4776519,The Wonder Stuff,5,166,898,"Give, Give, Give, Me More, More, More (20th Anniversary Edition)",The Eight Legged Groove Machine (20th Anniversary Edition),427717,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3nN1WmKg2BdiIw5M4Js495'}, 'name': 'Give, Give, Give, Me More, More, More - 20th Anniversary Edition', 'uri': 'spotify:track:3nN1WmKg2BdiIw5M4Js495'}",True
1297,4793640,Billy Joel,1,336,11399,Piano Man,The Essential Billy Joel,429594,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3FCto7hnn1shUyZL42YgfO'}, 'name': 'Piano Man', 'uri': 'spotify:track:3FCto7hnn1shUyZL42YgfO'}",True
1298,4795437,Elvis Crespo,2,267,54758,Suavemente (Merengue Version),Suavemente...Los Exitos,429790,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1KBu05GUCMIwiTFIClBqPL'}, 'name': 'Suavemente - Merengue Version', 'uri': 'spotify:track:1KBu05GUCMIwiTFIClBqPL'}",True
1299,4811163,Scratch,1,267,245507,Annihilating Rhytm,Annihilating Rhytm / Love &amp; Affection,431188,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2db7dYUPcQEtx36YET5L00'}, 'name': 'Annihilating Rhytm - Original Mix', 'uri': 'spotify:track:2db7dYUPcQEtx36YET5L00'}",True
1300,4819557,James Horner,1,170,37511,Horner: Main Title [Braveheart],Braveheart - Original Motion Picture Soundtrack,432407,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4P1sbofnneFeEEASTFMEGl'}, 'name': 'Main Title', 'uri': 'spotify:track:4P1sbofnneFeEEASTFMEGl'}",True
1301,4819573,James Horner / London Symphony Orchestra / Choristers of Westminster Abbey,17,442,807197,Horner: 'Freedom'/The Execution Bannockburn [Braveheart - Original Sound Track],Braveheart - Original Motion Picture Soundtrack,432407,,True
1302,4822928,Bon Jovi,5,249,289,Love Lies,Bon Jovi,432619,"{'external_urls': {'spotify': 'https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk'}, 'name': 'Love Lies (with Normani)', 'uri': 'spotify:track:45Egmo7icyopuzJN0oMEdk'}",True
1303,4835581,Newcleus,12,350,177709,Jam On This,Destination: Earth - The Definitive Newcleus Recordings,434014,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3o4HnUQaaPmUTrbEzSjhjl'}, 'name': 'Jam on This', 'uri': 'spotify:track:3o4HnUQaaPmUTrbEzSjhjl'}",True
1304,4846215,Lily Allen,203,180,24981,Nan You're A Window Shopper,"Alright, Still [Deluxe]",435050,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3whZ4YzglEw4YzlRM4otv1'}, 'name': ""Nan You're a Window Shopper"", 'uri': 'spotify:track:3whZ4YzglEw4YzlRM4otv1'}",True
1305,4847092,Peter Martijn Wijnia pres. Majesta,240,494,323940,Not The End,Trance Top 40 - Best Of 2008,435118,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7bIwWyTMQcfpW2MwRNCfiV'}, 'name': 'Till The End (feat. Skooly)', 'uri': 'spotify:track:7bIwWyTMQcfpW2MwRNCfiV'}",True
1306,4857590,Green Day,16,322,610,21 Guns,21st Century Breakdown,436039,"{'external_urls': {'spotify': 'https://open.spotify.com/track/64yrDBpcdwEdNY9loyEGbX'}, 'name': '21 Guns', 'uri': 'spotify:track:64yrDBpcdwEdNY9loyEGbX'}",True
1307,4864038,Kreator,211,194,10146,Celestial Deliverance,Outcast / Cause For Conflict,436457,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2FhDP688XU2145LKMWgiHP'}, 'name': 'Celestial Deliverance - 2018 - Remaster', 'uri': 'spotify:track:2FhDP688XU2145LKMWgiHP'}",True
1308,4900799,Simon &amp; Garfunkel,3,307,48896,The Boxer,Greatest Hits,439747,"{'external_urls': {'spotify': 'https://open.spotify.com/track/76TZCvJ8GitQ2FA1q5dKu0'}, 'name': 'The Boxer', 'uri': 'spotify:track:76TZCvJ8GitQ2FA1q5dKu0'}",True
1309,4900803,Simon &amp; Garfunkel,7,188,48896,Scarborough Fair / Canticle,Greatest Hits,439747,"{'external_urls': {'spotify': 'https://open.spotify.com/track/53uzBMME2GSfpUVtOtiLvA'}, 'name': 'Scarborough Fair / Canticle', 'uri': 'spotify:track:53uzBMME2GSfpUVtOtiLvA'}",True
1310,4900808,Simon &amp; Garfunkel,12,186,48896,El Condor Pasa (If I Could),Greatest Hits,439747,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1eN42Q7IWRzRBq8eW2Y2TE'}, 'name': 'El Condor Pasa (If I Could)', 'uri': 'spotify:track:1eN42Q7IWRzRBq8eW2Y2TE'}",True
1311,4906541,Mariah Carey,2,259,5732,Thank God I Found You (Celebratory Mix),Thank God I Found You (Album),440517,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0zchimuuCTUdqteQuV0Qg8'}, 'name': 'Thank God I Found You - Celebratory Mix', 'uri': 'spotify:track:0zchimuuCTUdqteQuV0Qg8'}",True
1312,4919634,Paresh Kamath,9,275,2061447,Allah Ke Bande (Live),Kailasa,441045,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4MGTYzFHCVehaWLdvLlvSi'}, 'name': 'Allah Ke Bande - Live', 'uri': 'spotify:track:4MGTYzFHCVehaWLdvLlvSi'}",True
1313,4939326,Dope,6,186,52058,Die MF Die (Album Version),Life,444494,,True
1314,4944280,Rahim Shah,8,413,329845,Jannan ,Yarana,445172,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2WLD118lPDzIEwBfyJwXNJ'}, 'name': 'Zama Khuklay Jannan', 'uri': 'spotify:track:2WLD118lPDzIEwBfyJwXNJ'}",True
1315,4944766,Metallica,4,466,27920,Seek &amp; Destroy,All Nightmare Long,445220,,True
1316,4989340,Korn,6,272,14530,Thoughtless,Untouchables,449435,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6HlFxHQ5nn6HYGxOOYIrLm'}, 'name': 'Thoughtless', 'uri': 'spotify:track:6HlFxHQ5nn6HYGxOOYIrLm'}",True
1317,4992393,Over Protected,1,206,332531,I'm a Slave For You,Over Protected Perform a Tribute to Britney Spears,449706,"{'external_urls': {'spotify': 'https://open.spotify.com/track/77ARu06k0TtPNzXBtBEeWb'}, 'name': ""I'm a Slave for You"", 'uri': 'spotify:track:77ARu06k0TtPNzXBtBEeWb'}",True
1318,4994787,System of a Down,1,210,48796,Chop Suey!,Chop Suey!,449917,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2DlHlPMa4M17kufBvI2lEN'}, 'name': 'Chop Suey!', 'uri': 'spotify:track:2DlHlPMa4M17kufBvI2lEN'}",True
1319,5024298,Arctic Monkeys,4,141,8318,Dancing Shoes,"Whatever People Say I Am, That's What I'm Not",443784,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3Rleu2vd9qHGjRJdcFtPbC'}, 'name': 'Dancing Shoes', 'uri': 'spotify:track:3Rleu2vd9qHGjRJdcFtPbC'}",True
1320,5024332,Arctic Monkeys,13,331,8318,A Certain Romance,"Whatever People Say I Am, That's What I'm Not",443784,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2CbtdkBeW9Znt4vXTOafAl'}, 'name': 'A Certain Romance', 'uri': 'spotify:track:2CbtdkBeW9Znt4vXTOafAl'}",True
1321,5024648,Animal Collective,6,313,12355,Bluish,Merriweather Post Pavilion,443787,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0qWfR0C4ul3S1f1HWIp5O0'}, 'name': 'Bluish', 'uri': 'spotify:track:0qWfR0C4ul3S1f1HWIp5O0'}",True
1322,5025220,Franz Ferdinand,5,259,10667,Auf Achse,Franz Ferdinand,443788,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1P5AFyLcRqE2LUJ2qizfSI'}, 'name': 'Auf Achse', 'uri': 'spotify:track:1P5AFyLcRqE2LUJ2qizfSI'}",True
1323,5046417,The Nolans,1,197,7001,I'm in the Mood for Dancing,The Best Of,453487,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4aGVpNl4csfQ2W1i4Ao40q'}, 'name': ""I'm in the Mood for Dancing"", 'uri': 'spotify:track:4aGVpNl4csfQ2W1i4Ao40q'}",True
1324,5047514,Manu Chao,7,240,89691,Me gustas tu,Once Upon a Time in Mexico,454279,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6b37xrsNCWYIUphFBazqD6'}, 'name': 'Me Gustas Tu', 'uri': 'spotify:track:6b37xrsNCWYIUphFBazqD6'}",True
1325,5060128,Metallica,502,324,27920,Sad But True,The Metallica Collection,455051,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1Ug98CRiQYu7wiSym4uLY4'}, 'name': 'Sad But True', 'uri': 'spotify:track:1Ug98CRiQYu7wiSym4uLY4'}",True
1326,5061210,Nonato Luiz / Djalma Corrêa / Luiz Alves,1,635,336613,Suíte Nordestina,Gosto De Brasil,455212,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6EJHVhNtiE9pfxTBisYzhe'}, 'name': 'Suite Nordestina: III. Bumba Chora', 'uri': 'spotify:track:6EJHVhNtiE9pfxTBisYzhe'}",True
1327,5077461,Roberto Carlos,1,211,59563,Amigo,El Arte De Roberto Carlos,456053,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4n82bvvKnaCSbM0pXWbR1S'}, 'name': 'Amigo', 'uri': 'spotify:track:4n82bvvKnaCSbM0pXWbR1S'}",True
1328,5077464,Roberto Carlos,3,259,59563,Un Millón de Amigos ((Um Milhao de Amigos)),El Arte De Roberto Carlos,456053,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1r0qUtDisOIrYiR3CqwEkL'}, 'name': 'Un Millón de Amigos (Um Milhão de Amigos)', 'uri': 'spotify:track:1r0qUtDisOIrYiR3CqwEkL'}",True
1329,5077469,Roberto Carlos,6,231,59563,El Gato Que Está Triste Y Azul (Un Gato Nel Blu),El Arte De Roberto Carlos,456053,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3SrnZHhXpgtvHerbxEDOWW'}, 'name': 'El Gato Que Está Triste y Azul - Un Gato Nel Blu', 'uri': 'spotify:track:3SrnZHhXpgtvHerbxEDOWW'}",True
1330,5077980,Metallica,911,188,27920,So What,The Metallica Collection,455051,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6qYGUxPjQt5PJtWdiNppZx'}, 'name': 'So What', 'uri': 'spotify:track:6qYGUxPjQt5PJtWdiNppZx'}",True
