,trackid,artistname,tracknumber,duration,artistid,tracktitle,releasetitle,releaseid,spotify,spotify_ret
4830,42946940,Annalisa,7,211,220982,Una finestra tra le stelle,Splende,4154562,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0EqkKYDK9EkKY5N7zU3FPv'}, 'href': 'https://api.spotify.com/v1/artists/0EqkKYDK9EkKY5N7zU3FPv', 'id': '0EqkKYDK9EkKY5N7zU3FPv', 'name': 'Annalisa', 'type': 'artist', 'uri': 'spotify:artist:0EqkKYDK9EkKY5N7zU3FPv'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/7f7xRKukld8LH7aVAhJTQG'}, 'name': 'Una finestra tra le stelle', 'uri': 'spotify:track:7f7xRKukld8LH7aVAhJTQG', 'genre': ['italian arena pop', 'italian pop']}",True
4831,43008222,Imagine Dragons,4,230,1184808,I%u2019m So Sorry,Smoke   Mirrors,4163187,,True
4832,43008224,Imagine Dragons,5,193,1184808,I Bet My Life,Smoke   Mirrors,4163187,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q'}, 'href': 'https://api.spotify.com/v1/artists/53XhwfbYqKCa1cC15pYq2q', 'id': '53XhwfbYqKCa1cC15pYq2q', 'name': 'Imagine Dragons', 'type': 'artist', 'uri': 'spotify:artist:53XhwfbYqKCa1cC15pYq2q'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/15DrrIod12Tc2IoMaHiwlQ'}, 'name': 'I Bet My Life', 'uri': 'spotify:track:15DrrIod12Tc2IoMaHiwlQ', 'genre': ['modern rock', 'rock']}",True
4833,43008230,Imagine Dragons,9,258,1184808,Dream,Smoke   Mirrors,4163187,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7Ey4PD4MYsKc5I2dolUwbH'}, 'href': 'https://api.spotify.com/v1/artists/7Ey4PD4MYsKc5I2dolUwbH', 'id': '7Ey4PD4MYsKc5I2dolUwbH', 'name': 'Aerosmith', 'type': 'artist', 'uri': 'spotify:artist:7Ey4PD4MYsKc5I2dolUwbH'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5MxNLUsfh7uzROypsoO5qe'}, 'name': 'Dream On', 'uri': 'spotify:track:5MxNLUsfh7uzROypsoO5qe', 'genre': ['album rock', 'classic rock', 'hard rock', 'rock']}",True
4834,43008242,Imagine Dragons,16,218,1184808,Second Chances,Smoke   Mirrors,4163187,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q'}, 'href': 'https://api.spotify.com/v1/artists/53XhwfbYqKCa1cC15pYq2q', 'id': '53XhwfbYqKCa1cC15pYq2q', 'name': 'Imagine Dragons', 'type': 'artist', 'uri': 'spotify:artist:53XhwfbYqKCa1cC15pYq2q'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/6FQcdl2PzmsoXRF3F1flZ5'}, 'name': 'Second Chances', 'uri': 'spotify:track:6FQcdl2PzmsoXRF3F1flZ5', 'genre': ['modern rock', 'rock']}",True
4835,43008772,Drake,1,242,342562,Legend,If You're Reading This It's Too Late,4163232,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP'}, 'href': 'https://api.spotify.com/v1/artists/0QHgL1lAIqAw0HtD7YldmP', 'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled', 'type': 'artist', 'uri': 'spotify:artist:0QHgL1lAIqAw0HtD7YldmP'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0EeQBlQJFiAfJeVN2vT9s0'}, 'href': 'https://api.spotify.com/v1/artists/0EeQBlQJFiAfJeVN2vT9s0', 'id': '0EeQBlQJFiAfJeVN2vT9s0', 'name': 'Nipsey Hussle', 'type': 'artist', 'uri': 'spotify:artist:0EeQBlQJFiAfJeVN2vT9s0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5y2Xq6xcjJb2jVM54GHK3t'}, 'href': 'https://api.spotify.com/v1/artists/5y2Xq6xcjJb2jVM54GHK3t', 'id': '5y2Xq6xcjJb2jVM54GHK3t', 'name': 'John Legend', 'type': 'artist', 'uri': 'spotify:artist:5y2Xq6xcjJb2jVM54GHK3t'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/6O10oTtZIZ4DkkUqyfCbrR'}, 'name': 'Higher (feat. Nipsey Hussle & John Legend)', 'uri': 'spotify:track:6O10oTtZIZ4DkkUqyfCbrR', 'genre': ['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']}",True
4836,43008781,Drake,4,276,342562,Know Yourself,If You're Reading This It's Too Late,4163232,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5InOp6q2vvx0fShv3bzFLZ'}, 'name': 'Know Yourself', 'uri': 'spotify:track:5InOp6q2vvx0fShv3bzFLZ', 'genre': ['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']}",True
4837,43022735,Nek,12,176,5539,Se telefonando,Prima di parlare,4164524,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3HL1CyOnDLFJo1Rr8YBlKy'}, 'href': 'https://api.spotify.com/v1/artists/3HL1CyOnDLFJo1Rr8YBlKy', 'id': '3HL1CyOnDLFJo1Rr8YBlKy', 'name': 'Mina', 'type': 'artist', 'uri': 'spotify:artist:3HL1CyOnDLFJo1Rr8YBlKy'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/2bYLru2w0NKtCDiFPgALFE'}, 'name': 'Se telefonando', 'uri': 'spotify:track:2bYLru2w0NKtCDiFPgALFE', 'genre': ['classic italian pop', 'italian pop', 'ye ye']}",True
4838,43039066,Sweet Baby May,3,253,2722097,Blank Space (Taylor Swift Covers),Blank Space (Taylor Swift Covers),4167650,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ns517RWtU8gxFKeML1mXw'}, 'href': 'https://api.spotify.com/v1/artists/5ns517RWtU8gxFKeML1mXw', 'id': '5ns517RWtU8gxFKeML1mXw', 'name': 'Sweet Baby May', 'type': 'artist', 'uri': 'spotify:artist:5ns517RWtU8gxFKeML1mXw'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5YykXm8q6vTbGjpYQpq4Jb'}, 'name': 'Blank Space', 'uri': 'spotify:track:5YykXm8q6vTbGjpYQpq4Jb', 'genre': []}",True
4839,43057998,Il Volo,1,225,101550,Grande amore,Sanremo grande amore,4171315,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0dE9ooTNz8iEKIKItRI66t'}, 'href': 'https://api.spotify.com/v1/artists/0dE9ooTNz8iEKIKItRI66t', 'id': '0dE9ooTNz8iEKIKItRI66t', 'name': 'Il Volo', 'type': 'artist', 'uri': 'spotify:artist:0dE9ooTNz8iEKIKItRI66t'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/4IzDqftkFXUR8G2vaTd3Rb'}, 'name': 'Grande amore', 'uri': 'spotify:track:4IzDqftkFXUR8G2vaTd3Rb', 'genre': ['italian progressive rock', 'operatic pop']}",True
4840,43059540,Brunsvig,14,191,2591218,Louder Then Words,New Dawn,4165940,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0p5zsLFPsWigiUYT9QEnDw'}, 'href': 'https://api.spotify.com/v1/artists/0p5zsLFPsWigiUYT9QEnDw', 'id': '0p5zsLFPsWigiUYT9QEnDw', 'name': 'Natty Boi Zoe', 'type': 'artist', 'uri': 'spotify:artist:0p5zsLFPsWigiUYT9QEnDw'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/1u2XrmoWIhPUpqV3dneSeB'}, 'name': 'Louder Then Words', 'uri': 'spotify:track:1u2XrmoWIhPUpqV3dneSeB', 'genre': []}",True
4841,43065924,Kelly Clarkson,3,219,8908,Someone,Piece By Piece (Deluxe Version),4171837,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4GNC7GD6oZMSxPGyXy4MNB'}, 'href': 'https://api.spotify.com/v1/artists/4GNC7GD6oZMSxPGyXy4MNB', 'id': '4GNC7GD6oZMSxPGyXy4MNB', 'name': 'Lewis Capaldi', 'type': 'artist', 'uri': 'spotify:artist:4GNC7GD6oZMSxPGyXy4MNB'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc'}, 'name': 'Someone You Loved', 'uri': 'spotify:track:2TIlqbIneP0ZY1O0EzYLlc', 'genre': ['pop', 'uk pop']}",True
4842,43073271,Sam Smith,1,219,250807,Lay Me Down,Lay Me Down,4172834,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI'}, 'href': 'https://api.spotify.com/v1/artists/2wY79sveU1sp5g7SokKOiI', 'id': '2wY79sveU1sp5g7SokKOiI', 'name': 'Sam Smith', 'type': 'artist', 'uri': 'spotify:artist:2wY79sveU1sp5g7SokKOiI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5y2Xq6xcjJb2jVM54GHK3t'}, 'href': 'https://api.spotify.com/v1/artists/5y2Xq6xcjJb2jVM54GHK3t', 'id': '5y2Xq6xcjJb2jVM54GHK3t', 'name': 'John Legend', 'type': 'artist', 'uri': 'spotify:artist:5y2Xq6xcjJb2jVM54GHK3t'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/64GRDrL1efgXclrhVCeuA0'}, 'name': 'Lay Me Down', 'uri': 'spotify:track:64GRDrL1efgXclrhVCeuA0', 'genre': ['pop', 'post-teen pop']}",True
4843,43127382,Beautiful Sunset Beach Chillout Music Collection,21,294,2597458,Energetic Music,"Beautiful Sunset Beach %u2013 Best Chillout Music, Sunset Sessions with Sensual Music, Cool Summer Time Chill, Chill Out on the Beach, Ibiza Summer Party Lounge Bar, Electronic Music",4179064,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3HGpQkENCx0Yl4vFTPde3t'}, 'href': 'https://api.spotify.com/v1/artists/3HGpQkENCx0Yl4vFTPde3t', 'id': '3HGpQkENCx0Yl4vFTPde3t', 'name': 'Robbins Island Music Group', 'type': 'artist', 'uri': 'spotify:artist:3HGpQkENCx0Yl4vFTPde3t'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/6WlDtOUqcG8suMfkblIiyb'}, 'name': 'Far Away (Energetic Instrumental)', 'uri': 'spotify:track:6WlDtOUqcG8suMfkblIiyb', 'genre': ['pet calming', 'sleep']}",True
4844,43142679,Jawad Ahmed,2,269,1985103,Samjhawan (From &quot;Humpty Sharma Ki Dulhania&quot;),Arijit Singh - Muskurane Ki Wajah Tum Ho,4180996,,True
4845,43145274,Jean-Michel Jarre,4,242,511367,Fourth Rendez-Vous (Remastered),Rendez-Vous,4181129,,True
4846,43145626,%u041A%u043E%u0440%u0441%u0430%u0440,10,302,1937104,%u041C%u0430%u0439%u043A%u043B %u0414%u0436%u0435%u043A%u0441%u043E%u043D,%u041E%u0445%u043E%u0442%u0430 35,4181164,,True
4847,43161832,Mungo Jerry,1,217,22747,In the Summer Time,In the Summer Time,4182388,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7wiOKrtPg196Hh90CdoKPi'}, 'href': 'https://api.spotify.com/v1/artists/7wiOKrtPg196Hh90CdoKPi', 'id': '7wiOKrtPg196Hh90CdoKPi', 'name': 'Los Askis', 'type': 'artist', 'uri': 'spotify:artist:7wiOKrtPg196Hh90CdoKPi'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5vkRCrPb4IJS9HM5feruHY'}, 'name': 'In The Summer Time', 'uri': 'spotify:track:5vkRCrPb4IJS9HM5feruHY', 'genre': ['cumbia', 'cumbia andina mexicana', 'cumbia sonidera', 'grupera', 'regional mexican']}",True
4848,43182196,Måns Zelmerlöw,1,191,98978,Heroes,Heroes,4184379,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ'}, 'href': 'https://api.spotify.com/v1/artists/2hlmm7s2ICUX0LVIhVFlZQ', 'id': '2hlmm7s2ICUX0LVIhVFlZQ', 'name': 'Gunna', 'type': 'artist', 'uri': 'spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz'}, 'name': 'Space Cadet (feat. Gunna)', 'uri': 'spotify:track:1fewSx2d5KIZ04wsooEBOz', 'genre': ['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']}",True
4849,43200204,Dewaan,1,178,1006835,Dil De Diya Hai,Dil De Diya Hai,4187138,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0T1CMVkqffHlqEk4BcAph1'}, 'href': 'https://api.spotify.com/v1/artists/0T1CMVkqffHlqEk4BcAph1', 'id': '0T1CMVkqffHlqEk4BcAph1', 'name': 'Tulsi Kumar', 'type': 'artist', 'uri': 'spotify:artist:0T1CMVkqffHlqEk4BcAph1'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6QtJ6BVdj43aDpgjnVp2tY'}, 'href': 'https://api.spotify.com/v1/artists/6QtJ6BVdj43aDpgjnVp2tY', 'id': '6QtJ6BVdj43aDpgjnVp2tY', 'name': 'Mohammed Irfan', 'type': 'artist', 'uri': 'spotify:artist:6QtJ6BVdj43aDpgjnVp2tY'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/70voqWnL1gpuxodufMgBt4'}, 'href': 'https://api.spotify.com/v1/artists/70voqWnL1gpuxodufMgBt4', 'id': '70voqWnL1gpuxodufMgBt4', 'name': 'Abhijit Vaghani', 'type': 'artist', 'uri': 'spotify:artist:70voqWnL1gpuxodufMgBt4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0FJz7XR37hH69traaHLijA'}, 'href': 'https://api.spotify.com/v1/artists/0FJz7XR37hH69traaHLijA', 'id': '0FJz7XR37hH69traaHLijA', 'name': 'Sharib Toshi', 'type': 'artist', 'uri': 'spotify:artist:0FJz7XR37hH69traaHLijA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5ixQ5hSywFLUaxoaA0uVaH'}, 'href': 'https://api.spotify.com/v1/artists/5ixQ5hSywFLUaxoaA0uVaH', 'id': '5ixQ5hSywFLUaxoaA0uVaH', 'name': 'Anand Raj Anand', 'type': 'artist', 'uri': 'spotify:artist:5ixQ5hSywFLUaxoaA0uVaH'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/6uTHttiK7vI3ClCBXtPBu1'}, 'name': 'Kabhi Jo Badal Barse-Dil De Diya Hai (From ""T-Series Mixtape Season 2"")', 'uri': 'spotify:track:6uTHttiK7vI3ClCBXtPBu1', 'genre': ['desi pop', 'filmi', 'modern bollywood']}",True
4850,43221991,Blur,5,376,509,Thought I Was A Spaceman,The Magic Whip,4189613,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7MhMgCo0Bl0Kukl93PZbYS'}, 'href': 'https://api.spotify.com/v1/artists/7MhMgCo0Bl0Kukl93PZbYS', 'id': '7MhMgCo0Bl0Kukl93PZbYS', 'name': 'Blur', 'type': 'artist', 'uri': 'spotify:artist:7MhMgCo0Bl0Kukl93PZbYS'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/1YXGC7MQQCuPcyAfnSbK2p'}, 'name': 'Thought I Was A Spaceman', 'uri': 'spotify:track:1YXGC7MQQCuPcyAfnSbK2p', 'genre': ['alternative rock', 'britpop', 'dance rock', 'electronic', 'garage rock', 'indie rock', 'madchester', 'modern rock', 'new wave', 'permanent wave', 'pop rock', 'rock']}",True
4851,43257769,Orgues de foire Mortier,14,62,2605626,"Wals O, Wals",La fête à Neuneu,4198220,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5UsXU8CNJiMoMr1ArmjyIG'}, 'href': 'https://api.spotify.com/v1/artists/5UsXU8CNJiMoMr1ArmjyIG', 'id': '5UsXU8CNJiMoMr1ArmjyIG', 'name': 'The 3 Jacksons', 'type': 'artist', 'uri': 'spotify:artist:5UsXU8CNJiMoMr1ArmjyIG'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/6MvVqonB2TJelHPup8f8hh'}, 'name': 'Zeeman O Zeeman / Op De Sluizen Van IJmuiden / Vaarwel Wals', 'uri': 'spotify:track:6MvVqonB2TJelHPup8f8hh', 'genre': ['vintage dutch pop']}",True
4852,43297851,Madonna,1,219,6051,Living For Love,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2TQ2YAxUktGmAJkUyQJMBa'}, 'href': 'https://api.spotify.com/v1/artists/2TQ2YAxUktGmAJkUyQJMBa', 'id': '2TQ2YAxUktGmAJkUyQJMBa', 'name': 'Ryan Upchurch', 'type': 'artist', 'uri': 'spotify:artist:2TQ2YAxUktGmAJkUyQJMBa'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/3SLtCDJ3DMGF2CjHJKpNd2'}, 'name': 'Living for the Moment', 'uri': 'spotify:track:3SLtCDJ3DMGF2CjHJKpNd2', 'genre': ['redneck']}",True
4853,43297863,Madonna,2,246,6051,Devil Pray,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/74dMZMvy8P27oPqnprnvBb'}, 'href': 'https://api.spotify.com/v1/artists/74dMZMvy8P27oPqnprnvBb', 'id': '74dMZMvy8P27oPqnprnvBb', 'name': 'Montana of 300', 'type': 'artist', 'uri': 'spotify:artist:74dMZMvy8P27oPqnprnvBb'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5Gk2uUpyCtkdvZPcypAQru'}, 'name': 'Ugly', 'uri': 'spotify:track:5Gk2uUpyCtkdvZPcypAQru', 'genre': ['chicago rap', 'drill', 'trap music']}",True
4854,43297869,Madonna,3,250,6051,Ghosttown,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/67lytN32YpUxiSeWlKfHJ3'}, 'href': 'https://api.spotify.com/v1/artists/67lytN32YpUxiSeWlKfHJ3', 'id': '67lytN32YpUxiSeWlKfHJ3', 'name': 'Yung Lean', 'type': 'artist', 'uri': 'spotify:artist:67lytN32YpUxiSeWlKfHJ3'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY'}, 'href': 'https://api.spotify.com/v1/artists/0Y5tJX1MQlPlqiwlOH1tJY', 'id': '0Y5tJX1MQlPlqiwlOH1tJY', 'name': 'Travis Scott', 'type': 'artist', 'uri': 'spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/2YvyKtXIEpQoLYtuUNp7Lg'}, 'name': 'Ghosttown', 'uri': 'spotify:track:2YvyKtXIEpQoLYtuUNp7Lg', 'genre': ['dark trap', 'emo rap', 'underground hip hop']}",True
4855,43297874,Madonna,4,231,6051,Unapologetic Bitch,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW'}, 'href': 'https://api.spotify.com/v1/artists/6tbjWDEIzxoDsBA1FuhfPW', 'id': '6tbjWDEIzxoDsBA1FuhfPW', 'name': 'Madonna', 'type': 'artist', 'uri': 'spotify:artist:6tbjWDEIzxoDsBA1FuhfPW'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/4NXMr3Zbt4eAmgwyc3goLq'}, 'name': 'Unapologetic Bitch', 'uri': 'spotify:track:4NXMr3Zbt4eAmgwyc3goLq', 'genre': ['dance pop', 'pop', 'pop rock']}",True
4856,43297884,Madonna,5,225,6051,Illuminati,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i'}, 'href': 'https://api.spotify.com/v1/artists/1RyvyyTE3xzB2ZywiAwp0i', 'id': '1RyvyyTE3xzB2ZywiAwp0i', 'name': 'Future', 'type': 'artist', 'uri': 'spotify:artist:1RyvyyTE3xzB2ZywiAwp0i'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/0qH1jbTUbpCxZE7AMkjApD'}, 'name': 'New Illuminati', 'uri': 'spotify:track:0qH1jbTUbpCxZE7AMkjApD', 'genre': ['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']}",True
4857,43297892,Madonna / Nicki Minaj,6,227,1253674,Bitch I'm Madonna,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW'}, 'href': 'https://api.spotify.com/v1/artists/6tbjWDEIzxoDsBA1FuhfPW', 'id': '6tbjWDEIzxoDsBA1FuhfPW', 'name': 'Madonna', 'type': 'artist', 'uri': 'spotify:artist:6tbjWDEIzxoDsBA1FuhfPW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh'}, 'href': 'https://api.spotify.com/v1/artists/0hCNtLu0JehylgoiP8L4Gh', 'id': '0hCNtLu0JehylgoiP8L4Gh', 'name': 'Nicki Minaj', 'type': 'artist', 'uri': 'spotify:artist:0hCNtLu0JehylgoiP8L4Gh'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/2bZMOs3RjmhhGca6MEzjyl'}, 'name': ""Bitch I'm Madonna"", 'uri': 'spotify:track:2bZMOs3RjmhhGca6MEzjyl', 'genre': ['dance pop', 'pop', 'pop rock']}",True
4858,43297896,Madonna,7,217,6051,Hold Tight,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5fMUXHkw8R8eOP2RNVYEZX'}, 'href': 'https://api.spotify.com/v1/artists/5fMUXHkw8R8eOP2RNVYEZX', 'id': '5fMUXHkw8R8eOP2RNVYEZX', 'name': 'Diplo', 'type': 'artist', 'uri': 'spotify:artist:5fMUXHkw8R8eOP2RNVYEZX'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5wROF7XwsZrVa4NtoYsCpD'}, 'name': 'Hold You Tight', 'uri': 'spotify:track:5wROF7XwsZrVa4NtoYsCpD', 'genre': ['bmore', 'edm', 'moombahton', 'ninja', 'pop']}",True
4859,43297898,Madonna,8,242,6051,Joan Of Arc,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2y246nnP9pQT0E6v3ZMMOO'}, 'href': 'https://api.spotify.com/v1/artists/2y246nnP9pQT0E6v3ZMMOO', 'id': '2y246nnP9pQT0E6v3ZMMOO', 'name': 'Night Lovell', 'type': 'artist', 'uri': 'spotify:artist:2y246nnP9pQT0E6v3ZMMOO'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1VPmR4DJC1PlOtd0IADAO0'}, 'href': 'https://api.spotify.com/v1/artists/1VPmR4DJC1PlOtd0IADAO0', 'id': '1VPmR4DJC1PlOtd0IADAO0', 'name': '$uicideBoy$', 'type': 'artist', 'uri': 'spotify:artist:1VPmR4DJC1PlOtd0IADAO0'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5mrOnabhXnvCf5vFF7NJhG'}, 'name': 'Joan of Arc', 'uri': 'spotify:track:5mrOnabhXnvCf5vFF7NJhG', 'genre': ['canadian hip hop', 'dark trap', 'emo rap', 'ottawa rap', 'underground hip hop']}",True
4860,43297907,Madonna,10,214,6051,HeartBreakCity,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW'}, 'href': 'https://api.spotify.com/v1/artists/6tbjWDEIzxoDsBA1FuhfPW', 'id': '6tbjWDEIzxoDsBA1FuhfPW', 'name': 'Madonna', 'type': 'artist', 'uri': 'spotify:artist:6tbjWDEIzxoDsBA1FuhfPW'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/2CxMbe7WFhR9LgWtLdytKn'}, 'name': 'HeartBreakCity', 'uri': 'spotify:track:2CxMbe7WFhR9LgWtLdytKn', 'genre': ['dance pop', 'pop', 'pop rock']}",True
4861,43297911,Madonna,11,219,6051,Body Shop,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW'}, 'href': 'https://api.spotify.com/v1/artists/6tbjWDEIzxoDsBA1FuhfPW', 'id': '6tbjWDEIzxoDsBA1FuhfPW', 'name': 'Madonna', 'type': 'artist', 'uri': 'spotify:artist:6tbjWDEIzxoDsBA1FuhfPW'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/0L10fpTWxVzZp3tJ8RUDny'}, 'name': 'Body Shop', 'uri': 'spotify:track:0L10fpTWxVzZp3tJ8RUDny', 'genre': ['dance pop', 'pop', 'pop rock']}",True
4862,43297915,Madonna,12,249,6051,Holy Water,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2v7wIbCkIzxOfT3GnqCexD'}, 'href': 'https://api.spotify.com/v1/artists/2v7wIbCkIzxOfT3GnqCexD', 'id': '2v7wIbCkIzxOfT3GnqCexD', 'name': 'Cody Jinks', 'type': 'artist', 'uri': 'spotify:artist:2v7wIbCkIzxOfT3GnqCexD'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/1rRT7oD3ypMBuEpa4b6MH7'}, 'name': 'Holy Water', 'uri': 'spotify:track:1rRT7oD3ypMBuEpa4b6MH7', 'genre': ['modern southern rock', 'outlaw country', 'red dirt']}",True
4863,43297917,Madonna,13,264,6051,Inside Out,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4Eqd24yS5YcxI8b6Xfuwr8'}, 'href': 'https://api.spotify.com/v1/artists/4Eqd24yS5YcxI8b6Xfuwr8', 'id': '4Eqd24yS5YcxI8b6Xfuwr8', 'name': 'Eve 6', 'type': 'artist', 'uri': 'spotify:artist:4Eqd24yS5YcxI8b6Xfuwr8'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/4GiVcDqNQI0fc0yYuRGH9m'}, 'name': 'Inside Out', 'uri': 'spotify:track:4GiVcDqNQI0fc0yYuRGH9m', 'genre': ['alternative metal', 'alternative rock', 'nu metal', 'pop punk', 'pop rock', 'post-grunge']}",True
4864,43297918,Madonna,14,241,6051,Wash All Over Me,Rebel Heart,4201029,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW'}, 'href': 'https://api.spotify.com/v1/artists/6tbjWDEIzxoDsBA1FuhfPW', 'id': '6tbjWDEIzxoDsBA1FuhfPW', 'name': 'Madonna', 'type': 'artist', 'uri': 'spotify:artist:6tbjWDEIzxoDsBA1FuhfPW'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/7F017KPv2tyOXbF7MXRI9e'}, 'name': 'Wash All Over Me', 'uri': 'spotify:track:7F017KPv2tyOXbF7MXRI9e', 'genre': ['dance pop', 'pop', 'pop rock']}",True
